"","customer","chain","shop","date","quantity","billing","datediff_last","datediff_next","max_date"
"23707","EzGPC","Yn","F50",2018-08-31,11.675,59.48,7,6,FALSE
"23708","EzGPC","Yn","F50",2018-09-06,7.275,46.24,6,1,FALSE
"23709","EzGPC","Yn","F50",2018-09-07,5.11,52.61,1,1,FALSE
"23710","EzGPC","Yn","F50",2018-09-08,0.775,5.33,1,6,FALSE
"23711","EzGPC","Yn","F50",2018-09-14,10.515,35.63,6,7,FALSE
"23712","EzGPC","Yn","F50",2018-09-21,12.795,55.39,7,14,FALSE
"23713","EzGPC","Yn","F50",2018-10-05,11.435,43.97,14,6,FALSE
"23714","EzGPC","Yn","F50",2018-10-11,4.595,21.35,6,5,FALSE
"23715","EzGPC","Yn","F50",2018-10-16,2.35,21.21,5,2,FALSE
"23716","EzGPC","Yn","F50",2018-10-18,0.585,4.03,2,1,FALSE
"23717","EzGPC","Yn","F50",2018-10-19,11.305,43.69,1,7,FALSE
"23718","F_q7l","Qi","fDV",2016-01-02,0.405,6.86,0,53,FALSE
"23719","F_q7l","Qi","fDV",2016-02-24,0.485,8.98,53,37,FALSE
"23720","F_q7l","Qi","fDV",2016-04-01,0.15,1.61,37,56,FALSE
"23721","F_q7l","Qi","fDV",2016-05-27,0.305,3.47,56,48,FALSE
"23722","F_q7l","Qi","fDV",2016-07-14,0.315,3.54,48,50,FALSE
"23723","F_q7l","Qi","fDV",2016-09-02,0.285,3.25,50,35,FALSE
"23724","F_q7l","Qi","fDV",2016-10-07,0.13,1.39,35,11,FALSE
"23725","F_q7l","Qi","fDV",2016-10-18,0.51,5.83,11,10,FALSE
"23726","F_q7l","Qi","fDV",2016-10-28,0.15,1.61,10,14,FALSE
"23727","F_q7l","Qi","fDV",2016-11-11,0.29,3.33,14,7,FALSE
"23728","F_q7l","Qi","fDV",2016-11-18,0.115,1.4,7,7,FALSE
"23729","F_q7l","Qi","fDV",2016-11-25,0.285,3.27,7,7,FALSE
"23730","F_q7l","Qi","fDV",2016-12-02,0.155,1.66,7,7,FALSE
"23731","F_q7l","Qi","fDV",2016-12-09,0,0,7,14,FALSE
"23732","F_q7l","Qi","fDV",2016-12-23,0.245,2.62,14,13,FALSE
"23733","F_q7l","Qi","fDV",2017-01-05,0.37,4.16,13,22,FALSE
"23734","F_q7l","Qi","fDV",2017-01-27,0.435,4.85,22,7,FALSE
"23735","F_q7l","Qi","fDV",2017-02-03,0.285,3.39,7,21,FALSE
"23736","F_q7l","Qi","fDV",2017-02-24,0.29,3.45,21,11,FALSE
"23737","F_q7l","Qi","fDV",2017-03-07,0.145,1.73,11,3,FALSE
"23738","F_q7l","Qi","fDV",2017-03-10,0.2,2.38,3,7,FALSE
"23739","F_q7l","Qi","fDV",2017-03-17,0.285,3.39,7,11,FALSE
"23740","F_q7l","Qi","fDV",2017-03-28,0.285,3.39,11,14,FALSE
"23741","F_q7l","Qi","fDV",2017-04-11,0.345,4.11,14,14,FALSE
"23742","F_q7l","Qi","fDV",2017-04-25,1.275,3.29,14,17,FALSE
"23743","F_q7l","Qi","fDV",2017-05-12,1.35,4.19,17,10,FALSE
"23744","F_q7l","Qi","fDV",2017-05-22,0.43,5.26,10,12,FALSE
"23745","F_q7l","Qi","fDV",2017-06-03,2.575,2.03,12,24,FALSE
"23746","F_q7l","Qi","fDV",2017-06-27,0.27,3.21,24,7,FALSE
"23747","F_q7l","Qi","fDV",2017-07-04,0.24,2.86,7,14,FALSE
"23748","F_q7l","Qi","fDV",2017-07-18,1.24,14.76,14,70,FALSE
"23749","F_q7l","Qi","fDV",2017-09-26,1.58,6.92,70,28,FALSE
"23750","F_q7l","Qi","fDV",2017-10-24,0.285,3.39,28,10,FALSE
"23751","F_q7l","Qi","fDV",2017-11-03,1.47,5.61,10,11,FALSE
"23752","F_q7l","Qi","fDV",2017-11-14,2.5,4.8,11,7,FALSE
"23753","F_q7l","Qi","fDV",2017-11-21,0.49,5.83,7,21,FALSE
"23754","F_q7l","Qi","fDV",2017-12-12,2.21,2.52,21,7,FALSE
"23755","F_q7l","Qi","fDV",2017-12-19,1.515,6.15,7,10,FALSE
"23756","F_q7l","Qi","fDV",2017-12-29,0.485,5.77,10,18,FALSE
"23757","F_q7l","Qi","fDV",2018-01-16,1.225,2.7,18,7,FALSE
"23758","F_q7l","Qi","fDV",2018-01-23,1.28,3.35,7,7,FALSE
"23759","F_q7l","Qi","fDV",2018-01-30,1.265,3.17,7,7,FALSE
"23760","F_q7l","Qi","fDV",2018-02-06,2.48,4.71,7,7,FALSE
"23761","F_q7l","Qi","fDV",2018-02-13,1.445,5.32,7,7,FALSE
"23762","F_q7l","Qi","fDV",2018-02-20,0.38,4.52,7,14,FALSE
"23763","F_q7l","Qi","fDV",2018-03-06,1.495,5.91,14,7,FALSE
"23764","F_q7l","Qi","fDV",2018-03-13,0.35,4.17,7,14,FALSE
"23765","F_q7l","Qi","fDV",2018-03-27,1.535,6.39,14,14,FALSE
"23766","F_q7l","Qi","fDV",2018-04-10,1.47,5.61,14,14,FALSE
"23767","F_q7l","Qi","fDV",2018-04-24,0.33,3.93,14,6,FALSE
"23768","F_q7l","Qi","fDV",2018-04-30,1.285,3.41,6,8,FALSE
"23769","F_q7l","Qi","fDV",2018-05-08,1.32,3.83,8,7,FALSE
"23770","F_q7l","Qi","fDV",2018-05-15,1.3,3.59,7,7,FALSE
"23771","F_q7l","Qi","fDV",2018-05-22,0.255,3.03,7,7,FALSE
"23772","F_q7l","Qi","fDV",2018-05-29,1.23,1.1,7,7,FALSE
"23773","F_q7l","Qi","fDV",2018-06-05,1.25,3,7,7,FALSE
"23774","F_q7l","Qi","fDV",2018-06-12,0.245,2.92,7,7,FALSE
"23775","F_q7l","Qi","fDV",2018-06-19,0.345,4.11,7,7,FALSE
"23776","F_q7l","Qi","fDV",2018-06-26,1.23,2.76,7,7,FALSE
"23777","F_q7l","Qi","fDV",2018-07-03,1.235,2.82,7,7,FALSE
"23778","F_q7l","Qi","fDV",2018-07-10,0.235,2.8,7,7,FALSE
"23779","F_q7l","Qi","fDV",2018-07-17,1.275,3.29,7,7,FALSE
"23780","F_q7l","Qi","fDV",2018-07-24,1.29,3.47,7,6,FALSE
"23781","F_q7l","Qi","fDV",2018-07-30,1.76,9.06,6,29,FALSE
"23782","F_q7l","Qi","fDV",2018-08-28,2.06,17.13,29,7,FALSE
"23783","F_q7l","Qi","fDV",2018-09-04,2.49,4.71,7,8,FALSE
"23784","F_q7l","Qi","fDV",2018-09-12,1.215,4.86,8,6,FALSE
"23785","F_q7l","Qi","fDV",2018-09-18,1.29,3.47,6,14,FALSE
"23786","F19wF","Yn","uRf",2016-01-04,3.385,11.27,0,30,FALSE
"23787","F19wF","Yn","uRf",2016-02-03,1.575,11,30,5,FALSE
"23788","F19wF","Yn","uRf",2016-02-08,1.03,3.04,5,10,FALSE
"23789","F19wF","Yn","uRf",2016-02-18,1.165,3.44,10,1,FALSE
"23790","F19wF","Yn","uRf",2016-02-19,1.545,3.79,1,7,FALSE
"23791","F19wF","Yn","uRf",2016-02-26,0.375,2.21,7,4,FALSE
"23792","F19wF","Yn","uRf",2016-03-01,0.725,5.93,4,13,FALSE
"23793","F19wF","Yn","uRf",2016-03-14,2,6.94,13,2,FALSE
"23794","F19wF","Yn","uRf",2016-03-16,0.88,6.99,2,8,FALSE
"23795","F19wF","Yn","uRf",2016-03-24,0.425,3.25,8,13,FALSE
"23796","F19wF","Yn","uRf",2016-04-06,3.915,4.04,13,5,FALSE
"23797","F19wF","Yn","uRf",2016-04-11,1.51,10.15,5,8,FALSE
"23798","F19wF","Yn","uRf",2016-04-19,0.985,8.01,8,6,FALSE
"23799","F19wF","Yn","uRf",2016-04-25,0.88,2.6,6,2,FALSE
"23800","F19wF","Yn","uRf",2016-04-27,0.8,2.36,2,1,FALSE
"23801","F19wF","Yn","uRf",2016-04-28,0.705,5.13,1,2,FALSE
"23802","F19wF","Yn","uRf",2016-04-30,2.23,10.6,2,10,FALSE
"23803","F19wF","Yn","uRf",2016-05-10,0.645,3.84,10,6,FALSE
"23804","F19wF","Yn","uRf",2016-05-16,2.075,4.96,6,9,FALSE
"23805","F19wF","Yn","uRf",2016-05-25,0.525,3.65,9,2,FALSE
"23806","F19wF","Yn","uRf",2016-05-27,1.01,2.98,2,333,FALSE
"23807","F19wF","Yn","uRf",2017-04-25,3.165,10.76,333,7,FALSE
"23808","F19wF","Yn","uRf",2017-05-02,1.15,6.72,7,1,FALSE
"23809","F19wF","Yn","uRf",2017-05-03,2.7,7.47,1,121,FALSE
"23810","F19wF","Yn","uRf",2017-09-01,3.945,33.18,121,24,FALSE
"23811","F19wF","Yn","uRf",2017-09-25,3.095,11.08,24,2,FALSE
"23812","F19wF","Yn","uRf",2017-09-27,1.15,11.18,2,34,FALSE
"23813","F19wF","Yn","uRf",2017-10-31,3.88,28.45,34,8,FALSE
"23814","F19wF","Yn","uRf",2017-11-08,5.7,18.52,8,51,FALSE
"23815","F19wF","Yn","uRf",2017-12-29,7.22,39.86,51,17,FALSE
"23816","F19wF","Yn","uRf",2018-01-15,0.965,7.2,17,30,FALSE
"23817","F19wF","Yn","uRf",2018-02-14,4.545,19.22,30,9,FALSE
"23818","F19wF","Yn","uRf",2018-02-23,2.13,10.09,9,40,FALSE
"23819","F19wF","Yn","uRf",2018-04-04,2.34,12.99,40,16,FALSE
"23820","F5Pzb","w6","7M4",2016-11-12,1.225,6.4,0,5,FALSE
"23821","F5Pzb","w6","7M4",2016-11-17,0.31,5.24,5,4,FALSE
"23822","F5Pzb","w6","7M4",2016-11-21,1,3.25,4,17,FALSE
"23823","F5Pzb","w6","7M4",2016-12-08,0.15,1.94,17,5,FALSE
"23824","F5Pzb","w6","7M4",2016-12-13,0.185,2.57,5,6,FALSE
"23825","F5Pzb","w6","7M4",2016-12-19,0.4,5.29,6,2,FALSE
"23826","F5Pzb","w6","7M4",2016-12-21,0.125,3.36,2,1,FALSE
"23827","F5Pzb","w6","7M4",2016-12-22,2,6.5,1,18,FALSE
"23828","F5Pzb","w6","7M4",2017-01-09,0.1,2.69,18,5,FALSE
"23829","F5Pzb","w6","7M4",2017-01-14,1.07,6.54,5,4,FALSE
"23830","F5Pzb","w6","7M4",2017-01-18,0.13,1.81,4,12,FALSE
"23831","F5Pzb","w6","7M4",2017-01-30,0.11,1.49,12,9,FALSE
"23832","F5Pzb","w6","7M4",2017-02-08,0.405,5.23,9,9,FALSE
"23833","F5Pzb","w6","7M4",2017-02-17,2.155,8.27,9,5,FALSE
"23834","F5Pzb","w6","7M4",2017-02-22,5.1,6.46,5,2,FALSE
"23835","F5Pzb","w6","7M4",2017-02-24,1.33,5.89,2,3,FALSE
"23836","F5Pzb","w6","7M4",2017-02-27,3.1,11.07,3,2,FALSE
"23837","F5Pzb","w6","7M4",2017-03-01,0.1,1.98,2,9,FALSE
"23838","F5Pzb","w6","7M4",2017-03-10,5,3.4,9,5,FALSE
"23839","F5Pzb","w6","7M4",2017-03-15,5,4.87,5,1,FALSE
"23840","F5Pzb","w6","7M4",2017-03-16,0.135,2.7,1,6,FALSE
"23841","F5Pzb","w6","7M4",2017-03-22,5.13,5.16,6,9,FALSE
"23842","F5Pzb","w6","7M4",2017-03-31,0.2,3.36,9,4,FALSE
"23843","F5Pzb","w6","7M4",2017-04-04,1.13,3.91,4,1,FALSE
"23844","F5Pzb","w6","7M4",2017-04-05,0.055,1.35,1,1,FALSE
"23845","F5Pzb","w6","7M4",2017-04-06,1,2.15,1,5,FALSE
"23846","F5Pzb","w6","7M4",2017-04-11,0.11,2.18,5,23,FALSE
"23847","F5Pzb","w6","7M4",2017-05-04,0.095,1.28,23,2,FALSE
"23848","F5Pzb","w6","7M4",2017-05-06,0.12,2.64,2,5,FALSE
"23849","F5Pzb","w6","7M4",2017-05-11,5.42,12.85,5,30,FALSE
"23850","F5Pzb","w6","7M4",2017-06-10,0.24,3.57,30,6,FALSE
"23851","F5Pzb","w6","7M4",2017-06-16,0.16,4,6,1,FALSE
"23852","F5Pzb","w6","7M4",2017-06-17,1.14,4.76,1,9,FALSE
"23853","F5Pzb","w6","7M4",2017-06-26,0.11,2.18,9,11,FALSE
"23854","F5Pzb","w6","7M4",2017-07-07,4.115,4.81,11,8,FALSE
"23855","F5Pzb","w6","7M4",2017-07-15,0.055,1.09,8,7,FALSE
"23856","F5Pzb","w6","7M4",2017-07-22,0.105,2.36,7,6,FALSE
"23857","F5Pzb","w6","7M4",2017-07-28,1,3.25,6,8,FALSE
"23858","F5Pzb","w6","7M4",2017-08-05,1.195,10.95,8,21,FALSE
"23859","F5Pzb","w6","7M4",2017-08-26,2.075,11.89,21,11,FALSE
"23860","F5Pzb","w6","7M4",2017-09-06,0.065,1.46,11,12,FALSE
"23861","F5Pzb","w6","7M4",2017-09-18,0.115,1.6,12,4,FALSE
"23862","F5Pzb","w6","7M4",2017-09-22,4,2.76,4,1,FALSE
"23863","F5Pzb","w6","7M4",2017-09-23,0.08,2.15,1,4,FALSE
"23864","F5Pzb","w6","7M4",2017-09-27,5.07,6.19,4,3,FALSE
"23865","F5Pzb","w6","7M4",2017-09-30,0.065,1.46,3,2,FALSE
"23866","F5Pzb","w6","7M4",2017-10-02,0.11,2.48,2,5,FALSE
"23867","F5Pzb","w6","7M4",2017-10-07,0.38,6.47,5,2,FALSE
"23868","F5Pzb","w6","7M4",2017-10-09,6,4.14,2,5,FALSE
"23869","F5Pzb","w6","7M4",2017-10-14,1.145,5.6,5,4,FALSE
"23870","F5Pzb","w6","7M4",2017-10-18,8.095,7.51,4,1,FALSE
"23871","F5Pzb","w6","7M4",2017-10-19,0.155,2.92,1,2,FALSE
"23872","F5Pzb","w6","7M4",2017-10-21,1.555,11.33,2,7,FALSE
"23873","F5Pzb","w6","7M4",2017-10-28,1.43,9.25,7,7,FALSE
"23874","F5Pzb","w6","7M4",2017-11-04,1.055,4.93,7,6,FALSE
"23875","F5Pzb","w6","7M4",2017-11-10,4.085,4.28,6,5,FALSE
"23876","F5Pzb","w6","7M4",2017-11-15,0.31,4.37,5,6,FALSE
"23877","F5Pzb","w6","7M4",2017-11-21,4,2.76,6,6,FALSE
"23878","F5Pzb","w6","7M4",2017-11-27,4,2.76,6,8,FALSE
"23879","F5Pzb","w6","7M4",2017-12-05,0.405,8.9,8,11,FALSE
"23880","F5Pzb","w6","7M4",2017-12-16,0.07,1.88,11,5,FALSE
"23881","F5Pzb","w6","7M4",2017-12-21,4.155,4.12,5,2,FALSE
"23882","F5Pzb","w6","7M4",2017-12-23,1.74,20.44,2,1,FALSE
"23883","F5Pzb","w6","7M4",2017-12-24,4.765,74.28,1,4,FALSE
"23884","F5Pzb","w6","7M4",2017-12-28,4.085,4.67,4,1,FALSE
"23885","F5Pzb","w6","7M4",2017-12-29,0.155,2.56,1,1,FALSE
"23886","F5Pzb","w6","7M4",2017-12-30,0.115,2.06,1,6,FALSE
"23887","F5Pzb","w6","7M4",2018-01-05,6.86,23.26,6,3,FALSE
"23888","F5Pzb","w6","7M4",2018-01-08,0.095,4.47,3,10,FALSE
"23889","F5Pzb","w6","7M4",2018-01-18,6.07,6.62,10,5,FALSE
"23890","F5Pzb","w6","7M4",2018-01-23,4.13,4.65,5,1,FALSE
"23891","F5Pzb","w6","7M4",2018-01-24,0.1,1.79,1,3,FALSE
"23892","F5Pzb","w6","7M4",2018-01-27,0.65,7.17,3,3,FALSE
"23893","F5Pzb","w6","7M4",2018-01-30,1.19,5.89,3,6,FALSE
"23894","F5Pzb","w6","7M4",2018-02-05,1.085,5.61,6,2,FALSE
"23895","F5Pzb","w6","7M4",2018-02-07,4.21,6.36,2,6,FALSE
"23896","F5Pzb","w6","7M4",2018-02-13,0.41,5.86,6,4,FALSE
"23897","F5Pzb","w6","7M4",2018-02-17,0.09,1.61,4,7,FALSE
"23898","F5Pzb","w6","7M4",2018-02-24,0.48,9.06,7,4,FALSE
"23899","F5Pzb","w6","7M4",2018-02-28,0.335,5.94,4,8,FALSE
"23900","F5Pzb","w6","7M4",2018-03-08,9,7.77,8,1,FALSE
"23901","F5Pzb","w6","7M4",2018-03-09,0.065,1.46,1,4,FALSE
"23902","F5Pzb","w6","7M4",2018-03-13,2.295,4.92,4,4,FALSE
"23903","F5Pzb","w6","7M4",2018-03-17,11,9.15,4,4,FALSE
"23904","F5Pzb","w6","7M4",2018-03-21,2.21,10.58,4,7,FALSE
"23905","F5Pzb","w6","7M4",2018-03-28,0.605,8.56,7,3,FALSE
"23906","F5Pzb","w6","7M4",2018-03-31,7,17.01,3,7,FALSE
"23907","F5Pzb","w6","7M4",2018-04-07,0.43,17.29,7,4,FALSE
"23908","F5Pzb","w6","7M4",2018-04-11,15.155,24.52,4,2,FALSE
"23909","F5Pzb","w6","7M4",2018-04-13,1,2.25,2,4,FALSE
"23910","F5Pzb","w6","7M4",2018-04-17,0.08,1.8,4,1,FALSE
"23911","F5Pzb","w6","7M4",2018-04-18,9,6.21,1,2,FALSE
"23912","F5Pzb","w6","7M4",2018-04-20,11,9.15,2,4,FALSE
"23913","F5Pzb","w6","7M4",2018-04-24,1.18,9.36,4,4,FALSE
"23914","F5Pzb","w6","7M4",2018-04-28,7.06,7.52,4,2,FALSE
"23915","F5Pzb","w6","7M4",2018-04-30,0.26,5.75,2,9,FALSE
"23916","F5Pzb","w6","7M4",2018-05-09,1.04,3.84,9,3,FALSE
"23917","F5Pzb","w6","7M4",2018-05-12,0.16,1.27,3,3,FALSE
"23918","F5Pzb","w6","7M4",2018-05-15,0.135,2.36,3,3,FALSE
"23919","F5Pzb","w6","7M4",2018-05-18,6,4.14,3,1,FALSE
"23920","F5Pzb","w6","7M4",2018-05-19,0.105,2.08,1,4,FALSE
"23921","F5Pzb","w6","7M4",2018-05-23,0.11,2.48,4,5,FALSE
"23922","F5Pzb","w6","7M4",2018-05-28,0.2,3.96,5,4,FALSE
"23923","F5Pzb","w6","7M4",2018-06-01,0.3,4.3,4,5,FALSE
"23924","F5Pzb","w6","7M4",2018-06-06,5.135,6.12,5,6,FALSE
"23925","F5Pzb","w6","7M4",2018-06-12,1.075,3.29,6,2,FALSE
"23926","F5Pzb","w6","7M4",2018-06-14,0.105,2.36,2,21,FALSE
"23927","F5Pzb","w6","7M4",2018-07-05,0.125,2.81,21,1,FALSE
"23928","F5Pzb","w6","7M4",2018-07-06,0.17,3.04,1,8,FALSE
"23929","F5Pzb","w6","7M4",2018-07-14,0.185,4.16,8,2,FALSE
"23930","F5Pzb","w6","7M4",2018-07-16,0.145,5.73,2,5,FALSE
"23931","F5Pzb","w6","7M4",2018-07-21,0.22,4.11,5,2,FALSE
"23932","F5Pzb","w6","7M4",2018-07-23,1,2.25,2,4,FALSE
"23933","F5Pzb","w6","7M4",2018-07-27,6,5.7,4,13,FALSE
"23934","F5Pzb","w6","7M4",2018-08-09,1.195,8.25,13,9,FALSE
"23935","F5Pzb","w6","7M4",2018-08-18,0.12,2.7,9,3,FALSE
"23936","F5Pzb","w6","7M4",2018-08-21,0.18,3.56,3,4,FALSE
"23937","F5Pzb","w6","7M4",2018-08-25,1.07,3.57,4,2,FALSE
"23938","F5Pzb","w6","7M4",2018-08-27,4.17,29.27,2,5,FALSE
"23939","F5Pzb","w6","7M4",2018-09-01,0.355,9.51,5,2,FALSE
"23940","F5Pzb","w6","7M4",2018-09-03,0.065,1.72,2,1,FALSE
"23941","F5Pzb","w6","7M4",2018-09-04,0.1,1.98,1,4,FALSE
"23942","F5Pzb","w6","7M4",2018-09-08,2,7,4,16,FALSE
"23943","F5Pzb","w6","7M4",2018-09-24,1.115,4.53,16,7,FALSE
"23944","F5Pzb","w6","7M4",2018-10-01,1.1,4.23,7,1,FALSE
"23945","F5Pzb","w6","7M4",2018-10-02,0.12,2.7,1,3,FALSE
"23946","F5Pzb","w6","7M4",2018-10-05,1,2.25,3,1,FALSE
"23947","F5Pzb","w6","7M4",2018-10-06,6,5.7,1,2,FALSE
"23948","F5Pzb","w6","7M4",2018-10-08,0.135,3.04,2,2,FALSE
"23949","F5Pzb","w6","7M4",2018-10-10,5.16,5.83,2,1,FALSE
"23950","F5Pzb","w6","7M4",2018-10-11,2.09,6.2,1,5,FALSE
"23951","F5Pzb","w6","7M4",2018-10-16,1.055,3.23,5,1,FALSE
"23952","F5Pzb","w6","7M4",2018-10-17,5,3.45,1,1,FALSE
"23953","F5Pzb","w6","7M4",2018-10-18,0.155,1.84,1,9,FALSE
"23954","f7yre","it","5S8",2017-09-25,1,6.95,0,12,FALSE
"23955","f7yre","it","5S8",2017-10-07,1,7.95,12,40,FALSE
"23956","f7yre","it","5S8",2017-11-16,1,6.95,40,9,FALSE
"23957","f7yre","it","5S8",2017-11-25,1,7.95,9,14,FALSE
"23958","f7yre","it","5S8",2017-12-09,1,7.95,14,5,FALSE
"23959","f7yre","it","5S8",2017-12-14,1,6.95,5,20,FALSE
"23960","f7yre","it","5S8",2018-01-03,1,6.95,20,10,FALSE
"23961","f7yre","it","5S8",2018-01-13,1,7.95,10,14,FALSE
"23962","f7yre","it","5S8",2018-01-27,1,7.95,14,156,FALSE
"23963","f7yre","it","5S8",2018-07-02,1,6.95,156,16,FALSE
"23964","F8Xl8","it","7ti",2016-03-19,9.365,47.37,0,70,FALSE
"23965","F8Xl8","it","7ti",2016-05-28,2.71,38.05,70,28,FALSE
"23966","F8Xl8","it","7ti",2016-06-25,6.39,58.52,28,17,FALSE
"23967","F8Xl8","it","7ti",2016-07-12,3.37,51.85,17,123,FALSE
"23968","F8Xl8","it","7ti",2016-11-12,3.205,25.38,123,77,FALSE
"23969","F8Xl8","it","7ti",2017-01-28,4.015,52.48,77,7,FALSE
"23970","F8Xl8","it","7ti",2017-02-04,7.425,62.65,7,14,FALSE
"23971","F8Xl8","it","7ti",2017-02-18,0.82,16.57,14,125,FALSE
"23972","F8Xl8","it","7ti",2017-06-23,2.585,48.01,125,85,FALSE
"23973","F8Xl8","it","7ti",2017-09-16,3.444,47.99,85,53,FALSE
"23974","F8Xl8","it","7ti",2017-11-08,6.785,61.17,53,27,FALSE
"23975","F8Xl8","it","7ti",2017-12-05,5.325,65,27,200,FALSE
"23976","F8Xl8","it","7ti",2018-06-23,3.225,48.59,200,32,FALSE
"23977","F8Xl8","it","7ti",2018-07-25,3,13.95,32,10,FALSE
"23978","F9Q3r","w6","bbb",2016-04-30,1.12,8.3,0,59,FALSE
"23979","F9Q3r","w6","bbb",2016-06-28,2,13,59,143,FALSE
"23980","F9Q3r","w6","bbb",2016-11-18,1,5.5,143,14,FALSE
"23981","F9Q3r","w6","bbb",2016-12-02,2.32,18.02,14,54,FALSE
"23982","F9Q3r","w6","bbb",2017-01-25,0.495,10.44,54,3,FALSE
"23983","F9Q3r","w6","bbb",2017-01-28,2,12,3,5,FALSE
"23984","F9Q3r","w6","bbb",2017-02-02,0.33,4.26,5,68,FALSE
"23985","F9Q3r","w6","bbb",2017-04-11,1.08,7.86,68,25,FALSE
"23986","F9Q3r","w6","bbb",2017-05-06,2,6.5,25,77,FALSE
"23987","F9Q3r","w6","bbb",2017-07-22,3,8.53,77,35,FALSE
"23988","F9Q3r","w6","bbb",2017-08-26,2,13.25,35,5,FALSE
"23989","F9Q3r","w6","bbb",2017-08-31,6,15.01,5,142,FALSE
"23990","F9Q3r","w6","bbb",2018-01-20,1.21,4.01,142,7,FALSE
"23991","F9Q3r","w6","bbb",2018-01-27,1,5.75,7,34,FALSE
"23992","F9Q3r","w6","bbb",2018-03-02,1.09,7,34,47,FALSE
"23993","F9Q3r","w6","bbb",2018-04-18,0,0,47,23,FALSE
"23994","F9Q3r","w6","bbb",2018-05-11,0.45,8.05,23,140,FALSE
"23995","FAH4r","~V","KFW",2016-11-26,2.386,42.6,0,6,FALSE
"23996","FAH4r","~V","KFW",2016-12-02,3.848,50.39,6,1,FALSE
"23997","FAH4r","~V","KFW",2016-12-03,8.448,47.08,1,20,FALSE
"23998","FAH4r","~V","KFW",2016-12-23,4.424,76.64,20,6,FALSE
"23999","FAH4r","~V","KFW",2016-12-29,6.396,141.69,6,37,FALSE
"24000","FAH4r","~V","KFW",2017-02-04,7.644,88.96,37,6,FALSE
"24001","FAH4r","~V","KFW",2017-02-10,3.542,51.89,6,22,FALSE
"24002","FAH4r","~V","KFW",2017-03-04,6.064,63.77,22,21,FALSE
"24003","FAH4r","~V","KFW",2017-03-25,6.434,91.19,21,7,FALSE
"24004","FAH4r","~V","KFW",2017-04-01,6.656,95.41,7,12,FALSE
"24005","FAH4r","~V","KFW",2017-04-13,7.138,82.19,12,12,FALSE
"24006","FAH4r","~V","KFW",2017-04-25,6.216,62.46,12,56,FALSE
"24007","FAH4r","~V","KFW",2017-06-20,9.442,66.45,56,3,FALSE
"24008","FAH4r","~V","KFW",2017-06-23,4.838,67.12,3,6,FALSE
"24009","FAH4r","~V","KFW",2017-06-29,1.232,41.03,6,6,FALSE
"24010","FAH4r","~V","KFW",2017-07-05,1.92,43.68,6,3,FALSE
"24011","FAH4r","~V","KFW",2017-07-08,4.908,91.34,3,7,FALSE
"24012","FAH4r","~V","KFW",2017-07-15,3.526,42.06,7,35,FALSE
"24013","FAH4r","~V","KFW",2017-08-19,2.23,41.3,35,5,FALSE
"24014","FAH4r","~V","KFW",2017-08-24,5.104,42.08,5,2,FALSE
"24015","FAH4r","~V","KFW",2017-08-26,4.756,38.35,2,6,FALSE
"24016","FAH4r","~V","KFW",2017-09-01,10.25,91.75,6,8,FALSE
"24017","FAH4r","~V","KFW",2017-09-09,9.442,95.26,8,7,FALSE
"24018","FAH4r","~V","KFW",2017-09-16,13.454,152.17,7,6,FALSE
"24019","FAH4r","~V","KFW",2017-09-22,8.434,82.63,6,7,FALSE
"24020","FAH4r","~V","KFW",2017-09-29,8.396,83.99,7,1,FALSE
"24021","FAH4r","~V","KFW",2017-09-30,1.088,26.94,1,5,FALSE
"24022","FAH4r","~V","KFW",2017-10-05,9.89,101.69,5,11,FALSE
"24023","FAH4r","~V","KFW",2017-10-16,3.84,43.77,11,4,FALSE
"24024","FAH4r","~V","KFW",2017-10-20,5.59,54.65,4,8,FALSE
"24025","FAH4r","~V","KFW",2017-10-28,2.916,54.72,8,6,FALSE
"24026","FAH4r","~V","KFW",2017-11-03,5.558,61.94,6,6,FALSE
"24027","FAH4r","~V","KFW",2017-11-09,3.57,20.95,6,9,FALSE
"24028","FAH4r","~V","KFW",2017-11-18,6.772,87.47,9,11,FALSE
"24029","FAH4r","~V","KFW",2017-11-29,6.156,53.19,11,6,FALSE
"24030","FAH4r","~V","KFW",2017-12-05,4.032,58.64,6,2,FALSE
"24031","FAH4r","~V","KFW",2017-12-07,3.396,29.37,2,2,FALSE
"24032","FAH4r","~V","KFW",2017-12-09,4.89,94.13,2,5,FALSE
"24033","FAH4r","~V","KFW",2017-12-14,2.158,27.19,5,1,FALSE
"24034","FAH4r","~V","KFW",2017-12-15,3.818,42.5,1,9,FALSE
"24035","FAH4r","~V","KFW",2017-12-24,6.368,121.3,9,22,FALSE
"24036","FAH4r","~V","KFW",2018-01-15,6.15,47.31,22,5,FALSE
"24037","FAH4r","~V","KFW",2018-01-20,6.742,54.9,5,4,FALSE
"24038","FAH4r","~V","KFW",2018-01-24,6.488,71.93,4,10,FALSE
"24039","FAH4r","~V","KFW",2018-02-03,7.83,86.22,10,10,FALSE
"24040","FAH4r","~V","KFW",2018-02-13,1.53,25.61,10,3,FALSE
"24041","FAH4r","~V","KFW",2018-02-16,3.998,53.97,3,3,FALSE
"24042","FAH4r","~V","KFW",2018-02-19,3.48,34.6,3,7,FALSE
"24043","FAH4r","~V","KFW",2018-02-26,3.488,49.05,7,4,FALSE
"24044","FAH4r","~V","KFW",2018-03-02,6.164,70.7,4,3,FALSE
