customer,shop,date,month,wday,quantity,billing,datediff_next,max_date
Jp23c,7ti,2018-09-08,9,7,3.465,38.99,0,TRUE
Jp39k,5S8,2018-10-27,10,7,18.78,105.46,0,TRUE
JP92y,Rtw,2018-10-27,10,7,1.82,15.35,0,TRUE
JPCJl,7ti,2018-10-27,10,7,4.155,39.72,0,TRUE
JPii7,JFC,2018-10-31,10,4,3.98,8.57,0,TRUE
JpitJ,7M4,2018-08-07,8,3,2.265,6.94,0,TRUE
JpJOj,fDV,2018-10-08,10,2,11.32,26.61,0,TRUE
jPjyt,fDV,2018-10-16,10,3,2.265,49.29,0,TRUE
jpMoW,bbb,2018-04-20,4,6,6.655,54.62,0,TRUE
JPN_p,uRf,2018-10-30,10,3,4.66,17.7,0,TRUE
jPoAD,Rtw,2018-10-24,10,4,1.18,1.74,0,TRUE
jppnz,F50,2018-10-26,10,6,3.975,12.1,0,TRUE
Jpu3~,bbb,2018-08-18,8,7,0.925,8.29,0,TRUE
JpX7G,5S8,2018-10-17,10,4,0.355,4.22,0,TRUE
JPXTK,AWT,2018-09-06,9,5,4.655,48.4,0,TRUE
Jq3WK,0aM,2018-10-20,10,7,7.94,77.7,0,TRUE
jq5RR,~iy,2018-09-18,9,3,5.43,44.03,0,TRUE
JQF9g,Ed0,2018-10-03,10,4,0.135,2.67,0,TRUE
JqF9m,~iy,2018-10-03,10,4,0.294,3.76,0,TRUE
jQGIG,F50,2018-10-24,10,4,3.44,9.37,0,TRUE
JQN3c,KFW,2018-10-20,10,7,1.636,23.16,0,TRUE
jQog~,~iy,2018-10-19,10,6,1.446,17.21,0,TRUE
JqOti,~iy,2018-10-08,10,2,0.79,12.25,0,TRUE
jQyID,nRq,2018-10-23,10,3,2.32,20.01,0,TRUE
JR4tH,7ti,2018-10-03,10,4,1,2.5,0,TRUE
JrbuO,AWT,2018-10-09,10,3,2.25,30.23,0,TRUE
JRGK~,KFW,2018-10-20,10,7,7.304,43.2,0,TRUE
JrgSo,lFX,2018-09-29,9,7,2.57,52.81,0,TRUE
jRQh1,AWT,2018-10-31,10,4,1.15,27.78,0,TRUE
jrRxC,AWT,2017-07-28,7,6,3.075,23.33,0,TRUE
jRWUE,7M4,2018-10-29,10,2,3.175,16.58,0,TRUE
JSizU,uRf,2018-10-19,10,6,5.86,61.48,0,TRUE
JsJ0L,~iy,2018-09-15,9,7,5.904,105.63,0,TRUE
JsM1Q,uRf,2018-10-11,10,5,3.38,20.7,0,TRUE
jsmt6,5S8,2018-07-02,7,2,4.09,27.59,0,TRUE
JszuG,Rtw,2018-10-11,10,5,4.47,34.93,0,TRUE
JtBAP,KFW,2018-10-26,10,6,1.848,17.17,0,TRUE
jTEhs,sN6,2018-09-05,9,4,0.475,3.27,0,TRUE
JtFwi,7ti,2018-10-26,10,6,0.57,24.76,0,TRUE
JtI7l,uRf,2018-09-13,9,5,4.82,23.16,0,TRUE
jtNFX,~iy,2018-10-27,10,7,3.21,44.66,0,TRUE
jtqiS,tbv,2018-10-30,10,3,1.184,19.16,0,TRUE
jtWTD,Ed0,2018-10-31,10,4,3.175,23.67,0,TRUE
jUAWp,0aM,2018-09-22,9,7,12.338,46.99,0,TRUE
JUdvP,7ti,2018-09-18,9,3,7,9.05,0,TRUE
JuECa,7ti,2018-09-28,9,6,1.415,8.6,0,TRUE
JuIdJ,7ti,2018-10-31,10,4,8.025,75.74,0,TRUE
JUMsf,5S8,2018-05-31,5,5,3,0.56,0,TRUE
JUokN,AWT,2018-10-24,10,4,1.635,14.96,0,TRUE
JUs3I,5S8,2018-07-14,7,7,2,8,0,TRUE
JuUeI,AWT,2018-10-31,10,4,5.435,45.52,0,TRUE
jUvHy,lFX,2018-10-11,10,5,1.09,14.12,0,TRUE
jvMub,~iy,2018-05-17,5,5,3.606,44.96,0,TRUE
JvUvl,5S8,2018-09-04,9,3,1.515,33.18,0,TRUE
JVybW,fDV,2018-10-30,10,3,4.24,27.73,0,TRUE
jW1CF,KFW,2018-09-19,9,4,0.382,12.65,0,TRUE
jw275,bbb,2018-09-29,9,7,0.435,9.9,0,TRUE
JWE7B,7ti,2018-10-26,10,6,2.095,21.64,0,TRUE
JwPal,5S8,2016-12-31,12,7,0.445,10.46,0,TRUE
jWplT,AWT,2018-10-24,10,4,0.315,4.73,0,TRUE
JWtIr,AWT,2018-09-01,9,7,1,7.5,0,TRUE
JwztI,AWT,2018-10-29,10,2,3.52,20.44,0,TRUE
JX4bg,0aM,2018-10-20,10,7,2.714,18.38,0,TRUE
JxE5Z,~iy,2018-10-27,10,7,0.42,5.46,0,TRUE
JXgc~,Ed0,2018-10-30,10,3,3.35,21.81,0,TRUE
JXMFq,sN6,2018-10-17,10,4,1.645,17.93,0,TRUE
jXRBE,8TO,2018-06-09,6,7,3.955,16.02,0,TRUE
jXuri,5S8,2018-10-31,10,4,2.26,36.84,0,TRUE
jxVmA,AWT,2018-10-26,10,6,3.665,37.31,0,TRUE
jxxfm,KFW,2018-10-31,10,4,2.148,9.99,0,TRUE
jXY13,7ti,2018-10-06,10,7,1.755,19.68,0,TRUE
Jy~bY,AWT,2018-10-20,10,7,0.645,5.48,0,TRUE
jY9Bn,AWT,2018-10-30,10,3,1.965,11.15,0,TRUE
jY9fC,AWT,2018-10-22,10,2,2.825,18.05,0,TRUE
JYHQn,AWT,2018-09-18,9,3,0.585,9.49,0,TRUE
JYJpU,7M4,2018-10-25,10,5,4.5,47.82,0,TRUE
JykTx,AWT,2018-10-26,10,6,1.405,8.57,0,TRUE
JyqYY,AWT,2018-10-26,10,6,0.595,10.65,0,TRUE
jyTl2,8TO,2018-10-16,10,3,0.245,3.03,0,TRUE
jyuNl,~iy,2018-09-19,9,4,2.356,6.14,0,TRUE
jYxz6,~iy,2018-10-20,10,7,3.674,23.59,0,TRUE
Jz_zC,5S8,2018-10-31,10,4,2,3.83,0,TRUE
Jz~0d,7XS,2018-10-27,10,7,1.145,3.56,0,TRUE
JZ9Cl,0aM,2018-10-31,10,4,8.748,48.67,0,TRUE
JzeYM,KFW,2018-09-21,9,6,7.644,95.29,0,TRUE
JzfYz,7M4,2018-10-26,10,6,7.02,38.92,0,TRUE
jzkyL,tbv,2018-09-26,9,4,3.76,22.55,0,TRUE
K_~T0,8TO,2018-08-23,8,5,4.715,37.45,0,TRUE
K_A3c,AWT,2018-10-19,10,6,1.135,18.16,0,TRUE
k_HBr,Ed0,2018-09-20,9,5,1.845,21.72,0,TRUE
K_lzC,7M4,2018-10-30,10,3,4.31,25,0,TRUE
K_pSG,Rtw,2018-06-14,6,5,5.155,16.84,0,TRUE
K_R8F,AWT,2018-10-12,10,6,11.49,198.02,0,TRUE
k_WCE,bbb,2018-10-15,10,2,0.1,1.98,0,TRUE
k~2sj,~iy,2018-10-18,10,5,6,14.33,0,TRUE
k~ivn,uRf,2017-03-27,3,2,0.95,7.71,0,TRUE
K~kBT,7ti,2018-10-29,10,2,10.665,42.52,0,TRUE
k09gu,0aM,2018-10-29,10,2,1.908,13.99,0,TRUE
k0HaZ,AWT,2018-10-02,10,3,0.425,5.93,0,TRUE
K11UZ,7ti,2018-09-27,9,5,0.59,8.73,0,TRUE
K1bFF,0aM,2018-10-13,10,7,1.102,18.25,0,TRUE
k1dW3,0aM,2018-10-27,10,7,2,17.5,0,TRUE
K1f3h,~iy,2018-10-06,10,7,9.414,74.53,0,TRUE
k1TPa,KFW,2018-10-26,10,6,3.686,69.73,0,TRUE
k1yCF,nRq,2018-10-26,10,6,1.1,14.46,0,TRUE
K2_4E,0aM,2018-09-07,9,6,7.524,18.53,0,TRUE
k2x85,7M4,2018-10-23,10,3,2.095,17.05,0,TRUE
k2Zxa,AWT,2018-10-26,10,6,0.965,14.48,0,TRUE
k3_kC,nRq,2018-02-17,2,7,0.325,3.24,0,TRUE
k3fip,AWT,2018-10-24,10,4,0.31,9.74,0,TRUE
K3fOs,fDV,2018-09-17,9,2,0.455,19.86,0,TRUE
k3UCK,AWT,2018-10-20,10,7,3.02,28.53,0,TRUE
k4~C1,0aM,2018-09-03,9,2,2.896,20.87,0,TRUE
K4By8,7ti,2018-10-26,10,6,1,3.26,0,TRUE
k4fk4,lFX,2018-09-12,9,4,2.984,129.46,0,TRUE
K4rW1,AWT,2018-10-27,10,7,1.505,21.72,0,TRUE
k4ryO,fDV,2018-10-27,10,7,30.735,255.94,0,TRUE
k50QP,7XS,2018-10-10,10,4,1.01,23.06,0,TRUE
k50vu,KFW,2018-10-31,10,4,4.478,65.17,0,TRUE
K5gZ2,AWT,2018-10-13,10,7,1.135,18.23,0,TRUE
K5idn,lFX,2018-10-31,10,4,0.48,29.57,0,TRUE
K5iSq,fDV,2018-10-24,10,4,5.64,57.56,0,TRUE
K5IvS,~iy,2018-10-25,10,5,1.71,22.58,0,TRUE
k637d,JFC,2018-10-31,10,4,3.44,22.6,0,TRUE
k6ckj,7ti,2018-09-25,9,3,0.525,12.03,0,TRUE
K6ehY,fDV,2018-10-09,10,3,0.3,4.65,0,TRUE
k6OCt,KFW,2018-10-29,10,2,1,7.2,0,TRUE
k6XGG,F50,2018-10-26,10,6,5.195,31.81,0,TRUE
K7m1d,bbb,2018-10-29,10,2,0.615,15.58,0,TRUE
k7WbS,uRf,2018-10-30,10,3,4.5,14.07,0,TRUE
K7Y1K,nRq,2018-10-26,10,6,1.28,8.94,0,TRUE
k7zKa,7M4,2018-10-22,10,2,2.785,34.9,0,TRUE
k86Ld,5S8,2018-10-22,10,2,2.105,20.4,0,TRUE
k8LWx,0aM,2018-10-30,10,3,0.888,7.14,0,TRUE
K8PZV,7ti,2018-08-07,8,3,4.36,17.5,0,TRUE
K8t7C,JFC,2018-09-24,9,2,2.435,5.89,0,TRUE
K9DAR,AWT,2018-06-20,6,4,3.07,22.95,0,TRUE
k9XBT,7ti,2018-10-03,10,4,0.875,11.95,0,TRUE
k9yuV,AWT,2018-10-27,10,7,1.99,41.12,0,TRUE
kAAVR,5S8,2018-10-30,10,3,3.875,19.05,0,TRUE
KabFb,7ti,2018-10-29,10,2,0.725,6.31,0,TRUE
KAj4l,bbb,2017-11-14,11,3,0.92,12.33,0,TRUE
kaJaO,bbb,2018-04-06,4,6,2.065,33.35,0,TRUE
kAlPT,~iy,2018-09-14,9,6,6.096,40.21,0,TRUE
KaOJl,F50,2018-10-29,10,2,3.345,23.23,0,TRUE
KaOXH,JFC,2018-10-24,10,4,0.72,4.3,0,TRUE
KAsWO,8TO,2018-10-10,10,4,1.09,12.55,0,TRUE
KAVAH,AWT,2018-07-27,7,6,6,30.72,0,TRUE
kB~Uv,bbb,2018-08-11,8,7,1.06,21.51,0,TRUE
kB9l3,0aM,2018-10-23,10,3,2.304,37.51,0,TRUE
kbB4N,~iy,2018-10-18,10,5,1.186,9.89,0,TRUE
KbEbx,JFC,2018-08-29,8,4,0.22,2.11,0,TRUE
KBgrK,uRf,2018-06-11,6,2,2.05,5.84,0,TRUE
KbIsk,0aM,2018-10-30,10,3,2.274,39.51,0,TRUE
KbKNc,KFW,2018-10-29,10,2,0.804,12.3,0,TRUE
KbLEz,AWT,2018-10-06,10,7,3.68,14.73,0,TRUE
KbLFU,7ti,2018-09-05,9,4,2.78,25.18,0,TRUE
KBwR5,fDV,2018-10-31,10,4,4.415,50.23,0,TRUE
kBZOB,0aM,2018-09-06,9,5,14.52,71.43,0,TRUE
kC6kr,7XS,2018-10-11,10,5,0.985,24.08,0,TRUE
KCe0h,5S8,2018-10-30,10,3,0.94,7.15,0,TRUE
KClfz,lFX,2018-10-31,10,4,0.958,56.7,0,TRUE
KCQiD,F50,2018-07-12,7,5,0.85,9.01,0,TRUE
KCRhO,AWT,2018-10-30,10,3,0.62,8.62,0,TRUE
KcXlz,Ed0,2018-10-27,10,7,2.4,22.69,0,TRUE
Kd2RS,bbb,2018-09-24,9,2,2.37,13.6,0,TRUE
kDA_N,AWT,2018-10-10,10,4,5.625,95.89,0,TRUE
KDea5,HYm,2018-10-27,10,7,1.47,34.46,0,TRUE
KdfKN,fDV,2018-10-26,10,6,6.715,12.67,0,TRUE
KDItk,7ti,2018-10-11,10,5,1.545,10.24,0,TRUE
kDLoT,bbb,2018-10-22,10,2,1.11,6.8,0,TRUE
kdnWw,F50,2018-10-30,10,3,2.77,29.22,0,TRUE
kdNx0,zF~,2018-10-29,10,2,2.49,15.71,0,TRUE
KDOSx,8TO,2018-10-27,10,7,1.6,22.61,0,TRUE
Kdr1c,7ti,2018-10-03,10,4,2,9.45,0,TRUE
KDRj9,5S8,2018-05-19,5,7,2.005,14.82,0,TRUE
kDUpt,Ed0,2018-10-01,10,2,0.795,12.32,0,TRUE
Kdx27,AWT,2018-10-24,10,4,11.42,13.79,0,TRUE
Ke3At,Ed0,2018-10-16,10,3,6.59,31.26,0,TRUE
KE3iE,AWT,2018-10-30,10,3,3,14.04,0,TRUE
kE91a,7XS,2018-10-30,10,3,1.615,62.22,0,TRUE
KEeQM,5S8,2018-07-26,7,5,4.115,35.89,0,TRUE
kEFbZ,fDV,2018-10-25,10,5,7.99,66.92,0,TRUE
KEI_t,AWT,2018-10-25,10,5,9.635,87.73,0,TRUE
Ker0B,Ed0,2018-09-10,9,2,1.06,6.51,0,TRUE
KeSni,KFW,2017-12-18,12,2,25.686,141.56,0,TRUE
kEuK5,uRf,2018-06-11,6,2,2.655,9.56,0,TRUE
KfC_j,5S8,2018-10-09,10,3,3.33,32.1,0,TRUE
kFEL_,tbv,2018-10-20,10,7,0.692,9.62,0,TRUE
KfFuD,0aM,2018-10-26,10,6,1.51,6.58,0,TRUE
Kfl4T,0aM,2018-09-12,9,4,3.13,17.25,0,TRUE
Kfmoa,7ti,2018-10-26,10,6,2.265,85.43,0,TRUE
KfnMO,F50,2018-10-01,10,2,0.515,4.56,0,TRUE
kfnpU,KFW,2018-10-26,10,6,1.154,23.07,0,TRUE
kFSvz,zF~,2018-10-19,10,6,1.92,18.3,0,TRUE
kfWF6,KFW,2018-10-19,10,6,9.482,50.8,0,TRUE
KfwGk,5S8,2018-06-01,6,6,7.94,51.57,0,TRUE
KFzTD,Ed0,2018-10-31,10,4,2.64,27.02,0,TRUE
kG12l,7XS,2018-01-05,1,6,1.21,24.44,0,TRUE
kGkAf,AWT,2018-10-30,10,3,14.845,135.02,0,TRUE
KGkkH,fDV,2018-06-12,6,3,0.645,8.97,0,TRUE
KgkUi,5S8,2018-09-28,9,6,3.88,28.99,0,TRUE
KGLc6,Ed0,2018-01-31,1,4,0.55,16.13,0,TRUE
kGoPw,8TO,2018-10-19,10,6,3.49,33.97,0,TRUE
KgqGe,5S8,2018-05-26,5,7,1.7,10.61,0,TRUE
kGRGQ,KFW,2018-10-27,10,7,2.266,19.8,0,TRUE
kGv1U,bbb,2018-09-17,9,2,0.655,17.36,0,TRUE
KGV7J,tbv,2018-10-13,10,7,2.71,15.87,0,TRUE
KgwmF,AWT,2018-10-27,10,7,2.25,29.54,0,TRUE
Kh~ae,J5B,2018-05-15,5,3,1,1.74,0,TRUE
kh1g4,KFW,2018-10-29,10,2,1.602,7.88,0,TRUE
khABW,7M4,2018-10-10,10,4,3.355,37.02,0,TRUE
khcl9,bbb,2018-10-19,10,6,2.4,29.22,0,TRUE
KhlLg,fDV,2018-10-29,10,2,2.44,18.33,0,TRUE
KhlvY,5S8,2018-10-31,10,4,0.205,8,0,TRUE
Khm7b,5S8,2018-10-27,10,7,1.615,10.55,0,TRUE
KhQ7f,fDV,2018-10-29,10,2,2.495,19.56,0,TRUE
khuk2,zF~,2018-10-15,10,2,0.49,5.25,0,TRUE
khvV_,fDV,2018-08-28,8,3,12.355,39.41,0,TRUE
kHwqU,lFX,2018-10-22,10,2,0.244,3.65,0,TRUE
kHZH7,bbb,2018-05-14,5,2,2.755,68.97,0,TRUE
KI_lD,F50,2018-10-29,10,2,7.51,83.54,0,TRUE
ki~H5,8TO,2018-09-26,9,4,1.755,5.12,0,TRUE
KI~NL,tbv,2018-10-31,10,4,5.994,50.47,0,TRUE
kI1bE,AWT,2018-10-26,10,6,0.775,18.51,0,TRUE
Ki6cS,KFW,2018-10-19,10,6,1.476,28.03,0,TRUE
ki8f1,bbb,2018-10-27,10,7,1.53,12.03,0,TRUE
KIBXr,bbb,2018-10-11,10,5,2.81,19.14,0,TRUE
KicrD,~iy,2018-10-26,10,6,4.148,57.92,0,TRUE
kICuA,AWT,2018-10-20,10,7,3.25,19.17,0,TRUE
kiILM,5S8,2018-10-01,10,2,0.695,8.46,0,TRUE
kIkzQ,0aM,2018-10-30,10,3,1.83,12.22,0,TRUE
KiPsY,bbb,2018-06-27,6,4,5.005,32.42,0,TRUE
KITwR,uRf,2018-10-23,10,3,3.73,17.78,0,TRUE
KIYrL,sN6,2018-10-05,10,6,4.18,10.54,0,TRUE
KIZWP,~iy,2018-08-27,8,2,6.276,60.26,0,TRUE
kJ2tJ,AWT,2018-09-15,9,7,0.51,6.58,0,TRUE
kjbec,0aM,2018-08-20,8,2,1.308,33.13,0,TRUE
KjDVA,fDV,2018-09-17,9,2,1,2.3,0,TRUE
KJE1g,7ti,2018-10-18,10,5,1.875,12.22,0,TRUE
kjuhn,AWT,2018-10-20,10,7,4.3,39.64,0,TRUE
kJuw4,7XS,2018-10-23,10,3,3.66,28.9,0,TRUE
kjxGn,5S8,2018-10-31,10,4,0.2,24,0,TRUE
KJzEM,AWT,2018-10-31,10,4,3.74,45.51,0,TRUE
kKF_H,JFC,2018-09-12,9,4,0.77,6.63,0,TRUE
kKfo2,bbb,2018-10-02,10,3,0.635,9.3,0,TRUE
kkhgd,7ti,2018-10-29,10,2,4,26.35,0,TRUE
KkI6x,KFW,2018-10-29,10,2,0.868,22.13,0,TRUE
kknSZ,F50,2018-10-13,10,7,3.685,29.31,0,TRUE
kkoQb,8TO,2018-10-26,10,6,4.875,48.53,0,TRUE
KKr2K,Rtw,2018-10-23,10,3,1.825,16.63,0,TRUE
KKWEW,7M4,2018-10-29,10,2,2.205,6.43,0,TRUE
kKxQZ,AWT,2018-04-27,4,6,0.11,2.19,0,TRUE
kl88O,7ti,2018-09-21,9,6,1.4,23.99,0,TRUE
kLINP,7ti,2018-10-31,10,4,1.185,9.54,0,TRUE
KLu0J,bbb,2018-10-30,10,3,2.185,33,0,TRUE
km~LP,AWT,2018-09-05,9,4,2.245,20.66,0,TRUE
kMabZ,0aM,2018-10-27,10,7,3.392,32.8,0,TRUE
kmaU5,5S8,2018-09-01,9,7,1.29,36.29,0,TRUE
kMD6U,AWT,2018-10-26,10,6,1.12,13.11,0,TRUE
KMFZr,5S8,2018-09-13,9,5,5.51,59.59,0,TRUE
kMhrb,JFC,2018-09-13,9,5,0.12,2.06,0,TRUE
KmoGQ,JFC,2018-08-18,8,7,5.025,17.75,0,TRUE
Kmtn_,~iy,2018-10-29,10,2,0.464,10.65,0,TRUE
kMubo,tbv,2018-10-31,10,4,1.25,8.1,0,TRUE
kmWYQ,fDV,2018-10-03,10,4,0.22,3.06,0,TRUE
Kn30R,JFC,2018-10-16,10,3,1.79,7.36,0,TRUE
KN32t,fDV,2018-08-02,8,5,0.345,6.42,0,TRUE
knbDQ,AWT,2018-10-19,10,6,5.33,27.72,0,TRUE
KnMJ1,tbv,2018-10-20,10,7,1.076,20.53,0,TRUE
kNNjx,uRf,2018-10-18,10,5,10.975,61.79,0,TRUE
KnOog,~iy,2018-10-10,10,4,2.63,13.83,0,TRUE
knPWr,7ti,2018-10-03,10,4,4.935,18.69,0,TRUE
Knss1,JFC,2018-10-27,10,7,1.97,16.38,0,TRUE
knWXH,fDV,2018-10-31,10,4,11.94,99.69,0,TRUE
kO651,uRf,2018-10-27,10,7,1.31,11.15,0,TRUE
Ko8uT,fDV,2018-10-26,10,6,3.49,45.62,0,TRUE
kO90g,nRq,2018-10-05,10,6,0.985,4.88,0,TRUE
kOiIg,AWT,2018-10-19,10,6,0.125,10,0,TRUE
KoJzE,5S8,2018-09-03,9,2,1.13,19.92,0,TRUE
KOlfv,AWT,2018-09-10,9,2,0.535,8.78,0,TRUE
koPE5,0aM,2018-10-13,10,7,5.146,24.26,0,TRUE
KOQh6,KFW,2018-10-20,10,7,3.586,51.1,0,TRUE
kORLM,bbb,2018-07-27,7,6,1.845,17.38,0,TRUE
KoS5L,AWT,2018-10-27,10,7,5.775,41.39,0,TRUE
koToH,Ed0,2018-10-29,10,2,1.72,13.09,0,TRUE
kP~FU,Rtw,2018-09-14,9,6,2.175,29.94,0,TRUE
kPClP,5S8,2018-10-23,10,3,1.395,17.82,0,TRUE
KPG_F,F50,2018-10-31,10,4,4.52,21.1,0,TRUE
KPHnk,KFW,2018-03-08,3,5,1.222,20.28,0,TRUE
kpioC,fDV,2018-07-04,7,4,2,3.2,0,TRUE
KpjgS,Rtw,2018-10-24,10,4,1.94,30.71,0,TRUE
KpNaQ,J5B,2018-10-31,10,4,2.99,18.17,0,TRUE
kPRep,8TO,2018-10-30,10,3,2.735,21.3,0,TRUE
kPSPS,tbv,2018-10-09,10,3,3.896,49.98,0,TRUE
KpSRh,5S8,2018-10-29,10,2,5.48,19.39,0,TRUE
KqI1P,7XS,2018-10-25,10,5,1.015,27.25,0,TRUE
kqi4A,~iy,2018-10-20,10,7,2.482,25.15,0,TRUE
kqPvg,5S8,2018-09-28,9,6,11.62,69.14,0,TRUE
KQSRK,bbb,2018-10-10,10,4,0.1,2.25,0,TRUE
kqUTy,tbv,2018-10-06,10,7,1.914,40.47,0,TRUE
Kr4X7,uRf,2018-10-27,10,7,2.345,9.05,0,TRUE
kR6Co,AWT,2018-10-31,10,4,2.31,15.64,0,TRUE
KRc~8,AWT,2018-09-12,9,4,3,15.34,0,TRUE
KrI3u,0aM,2018-10-22,10,2,1.302,53.17,0,TRUE
Krizg,uRf,2018-07-10,7,3,7.48,34.62,0,TRUE
krLw~,zF~,2018-10-29,10,2,2.185,15.52,0,TRUE
KRMS_,fDV,2018-09-26,9,4,16.515,91.61,0,TRUE
KRnqe,7XS,2018-06-14,6,5,9.455,20.13,0,TRUE
KrPWF,bbb,2018-09-22,9,7,4.14,24.17,0,TRUE
KrxJC,Ed0,2018-09-25,9,3,1.3,7.45,0,TRUE
ks5~U,JFC,2018-08-03,8,6,0.365,2.87,0,TRUE
kS5pr,7XS,2018-10-18,10,5,2.165,32.72,0,TRUE
KsFJn,F50,2018-10-27,10,7,0.7,10.76,0,TRUE
kslI1,~iy,2018-10-27,10,7,4.216,36.7,0,TRUE
kSmFM,AWT,2018-10-20,10,7,4.34,13.87,0,TRUE
KT~pM,AWT,2018-10-03,10,4,7.055,85.56,0,TRUE
kT5oE,Rtw,2018-10-26,10,6,3.54,45.62,0,TRUE
Kt89E,fDV,2018-10-29,10,2,3.71,11.8,0,TRUE
Kt8oj,uRf,2018-10-26,10,6,13.07,27.92,0,TRUE
kTJ2U,7ti,2018-05-02,5,4,0.675,5.19,0,TRUE
ktKh1,Rtw,2018-10-29,10,2,0.425,2.81,0,TRUE
kTm9E,tbv,2018-10-06,10,7,7.26,105.4,0,TRUE
kTp5R,0aM,2018-10-24,10,4,2.946,72.18,0,TRUE
kTs_N,7XS,2018-10-24,10,4,1.68,32.64,0,TRUE
KtUhF,7XS,2018-09-25,9,3,0.215,4.88,0,TRUE
kU_DM,0aM,2018-06-02,6,7,3.996,33.06,0,TRUE
Ku0pE,7M4,2018-10-26,10,6,2.495,13.44,0,TRUE
KU2XM,5S8,2018-10-22,10,2,5.205,45.4,0,TRUE
KU7LG,AWT,2018-08-29,8,4,2.665,8.2,0,TRUE
kUBB5,AWT,2018-10-26,10,6,1.44,10.31,0,TRUE
kuDAi,fDV,2018-05-05,5,7,7.11,62.16,0,TRUE
kuH5r,bbb,2018-10-09,10,3,3.025,44.89,0,TRUE
KUJT9,7ti,2018-07-24,7,3,20.555,12.84,0,TRUE
kUJxC,uRf,2017-12-07,12,5,7.91,51.31,0,TRUE
KuLWh,0aM,2018-10-10,10,4,3.56,35.06,0,TRUE
KUOnu,uRf,2018-10-19,10,6,6.625,19.34,0,TRUE
KUuW7,7ti,2018-10-19,10,6,7.76,46.11,0,TRUE
KVbqr,7M4,2018-10-18,10,5,4.905,32.66,0,TRUE
kVdB9,AWT,2018-10-09,10,3,3.95,27.17,0,TRUE
KvKnb,Ed0,2017-05-29,5,2,5.045,63.7,0,TRUE
KvMla,7ti,2018-07-04,7,4,6.385,71.19,0,TRUE
KVUTX,7ti,2018-10-30,10,3,1.54,11.08,0,TRUE
KVWsx,Ed0,2018-10-11,10,5,2.5,16.31,0,TRUE
kW1ls,F50,2018-10-25,10,5,1.12,9.24,0,TRUE
Kw88V,tbv,2018-10-19,10,6,6.71,69.15,0,TRUE
KwCGK,8TO,2018-09-08,9,7,0.77,11.67,0,TRUE
kwDKs,bbb,2018-10-27,10,7,2.9,48.88,0,TRUE
kwgOz,AWT,2018-10-29,10,2,5.17,26.94,0,TRUE
KWrJU,HYm,2018-08-01,8,4,0.325,4.84,0,TRUE
kwxyY,Ed0,2018-09-20,9,5,0.93,30.23,0,TRUE
KWyeD,HYm,2018-09-21,9,6,0.615,8.6,0,TRUE
KWZpz,KFW,2018-10-08,10,2,0.256,4.93,0,TRUE
KxBOu,7ti,2018-08-09,8,5,1,6.95,0,TRUE
KXdyi,fDV,2018-10-27,10,7,2.58,11.3,0,TRUE
KXfPm,KFW,2018-10-31,10,4,1.59,16.7,0,TRUE
kxlmN,bbb,2017-11-14,11,3,3,10.53,0,TRUE
kXSkM,~iy,2018-10-30,10,3,6.945,76.12,0,TRUE
KxTOX,KFW,2018-10-23,10,3,3.46,23.12,0,TRUE
kXYxD,J5B,2018-10-30,10,3,1.19,14.19,0,TRUE
kY3Rb,7XS,2018-10-10,10,4,2.665,4.45,0,TRUE
KyAP1,uRf,2018-10-24,10,4,3.76,39.56,0,TRUE
kYfPQ,bbb,2018-10-09,10,3,13.45,44,0,TRUE
KyO8G,bbb,2018-10-27,10,7,5.67,24.41,0,TRUE
KyUKc,0aM,2018-09-28,9,6,4.206,23.97,0,TRUE
kyWKO,tbv,2018-10-27,10,7,3.552,25.04,0,TRUE
KZ8LI,~iy,2018-10-30,10,3,7.84,49.88,0,TRUE
KZf2u,Ed0,2018-10-26,10,6,1.1,1.7,0,TRUE
kZFJC,HYm,2018-10-20,10,7,0.49,6.81,0,TRUE
KZGVf,KFW,2018-09-25,9,3,3.192,43.94,0,TRUE
kzhcA,7ti,2018-10-26,10,6,3.14,15.9,0,TRUE
KzhzM,fDV,2018-05-19,5,7,3,5,0,TRUE
kZPvH,7XS,2018-10-11,10,5,13.48,34.72,0,TRUE
KzvML,7XS,2018-10-27,10,7,5.22,38.39,0,TRUE
KZwQ_,uRf,2018-07-12,7,5,4.48,17.93,0,TRUE
l_nZL,Ed0,2018-10-19,10,6,2.34,13.3,0,TRUE
l_O~r,~iy,2018-07-28,7,7,6.396,70.97,0,TRUE
l_tv~,Rtw,2018-10-31,10,4,4.195,50.15,0,TRUE
l~628,bbb,2018-10-31,10,4,3.96,42.25,0,TRUE
L~Fqf,JFC,2018-09-14,9,6,0.705,7.43,0,TRUE
L~H_W,KFW,2018-09-19,9,4,0.442,6.14,0,TRUE
l~r~A,5S8,2018-07-23,7,2,0.245,3.63,0,TRUE
l~ugx,F50,2018-10-20,10,7,2.65,15.32,0,TRUE
l~V67,Rtw,2018-09-22,9,7,7.585,32.87,0,TRUE
L0QJg,5S8,2018-10-10,10,4,2,7,0,TRUE
l0y6k,7M4,2018-10-24,10,4,2.26,7.69,0,TRUE
L1lj1,bbb,2018-05-18,5,6,1,115,0,TRUE
L1tdl,5S8,2018-10-17,10,4,2.32,13.21,0,TRUE
L2AK1,JFC,2018-10-30,10,3,2,1.78,0,TRUE
L2ay4,7M4,2018-07-26,7,5,2.51,17.75,0,TRUE
