customer,shop,date,month,wday,quantity,billing,datediff_next,max_date
p2j4g,tbv,2018-10-31,10,4,0.408,5.51,0,TRUE
P399V,fDV,2018-10-25,10,5,0.295,6.15,0,TRUE
P3rZv,AWT,2018-08-25,8,7,3.77,26.82,0,TRUE
pAdmp,fDV,2018-09-15,9,7,5.01,66.95,0,TRUE
PbSPw,AWT,2018-09-01,9,7,24.305,48.65,0,TRUE
pd2MF,Ed0,2018-10-18,10,5,1.56,22.03,0,TRUE
Pe2MX,5S8,2018-10-31,10,4,4.03,42.08,0,TRUE
PeYJt,~iy,2018-10-25,10,5,5.276,88.95,0,TRUE
pGQ1j,0aM,2018-10-31,10,4,3.018,44,0,TRUE
piZCm,Ed0,2018-10-01,10,2,3.885,15.18,0,TRUE
pjgwl,AWT,2018-10-05,10,6,3.1,39.95,0,TRUE
PK3BP,uRf,2018-10-15,10,2,2.91,31.12,0,TRUE
pkYjz,F50,2018-06-26,6,3,0.725,7.86,0,TRUE
PlETt,AWT,2018-10-30,10,3,1.295,17.06,0,TRUE
PNesF,uRf,2018-09-11,9,3,0.725,9.99,0,TRUE
pOpFk,bbb,2018-10-24,10,4,10.27,31.09,0,TRUE
PqLEp,Ed0,2018-10-26,10,6,10.36,14.09,0,TRUE
prfWx,0aM,2018-10-19,10,6,4.214,42.07,0,TRUE
pScp9,tbv,2018-03-20,3,3,2.526,16.89,0,TRUE
pSiFC,fDV,2018-10-30,10,3,2.285,11.76,0,TRUE
PTICb,KFW,2018-10-10,10,4,5.266,81.91,0,TRUE
Ptk~G,0aM,2018-10-13,10,7,0.322,5.17,0,TRUE
puPg_,AWT,2018-10-27,10,7,0.96,12.33,0,TRUE
pUy8~,uRf,2018-10-20,10,7,6.05,32.31,0,TRUE
PWGwp,bbb,2018-09-14,9,6,5,11.93,0,TRUE
pXpXQ,sN6,2018-10-30,10,3,2.39,16.96,0,TRUE
PXTiD,Ed0,2018-09-28,9,6,1.31,16.14,0,TRUE
PyB4X,fDV,2018-10-25,10,5,5.78,30.52,0,TRUE
Q~BTJ,JFC,2018-10-19,10,6,1.25,7.21,0,TRUE
q0TIW,fDV,2018-10-26,10,6,35.48,50.73,0,TRUE
q1Niy,sN6,2018-10-24,10,4,3.735,18.39,0,TRUE
q3WwS,sN6,2018-10-20,10,7,4.865,25.1,0,TRUE
Q3Xo~,5S8,2018-06-23,6,7,0.68,12.1,0,TRUE
Q4DEm,JFC,2018-10-20,10,7,1.32,4.4,0,TRUE
q5_na,AWT,2018-10-30,10,3,0.585,10.88,0,TRUE
q7Qe7,8TO,2018-10-17,10,4,0.975,13.96,0,TRUE
Q9BGg,uRf,2018-10-30,10,3,0.115,2.5,0,TRUE
QAePV,KFW,2018-10-15,10,2,1.594,10.82,0,TRUE
qak3c,HYm,2018-10-23,10,3,4.425,14.88,0,TRUE
qAl3R,AWT,2018-09-22,9,7,1.25,12.78,0,TRUE
QCkcd,0aM,2018-10-25,10,5,6.276,49.74,0,TRUE
QcwP8,AWT,2018-10-31,10,4,5,13.5,0,TRUE
qDkpx,bbb,2018-09-15,9,7,4.655,38.94,0,TRUE
qdYT2,0aM,2018-10-29,10,2,2.26,32.95,0,TRUE
qebaz,5S8,2018-07-23,7,2,2,0,0,TRUE
qEE_6,fDV,2018-10-08,10,2,3.33,11.61,0,TRUE
qFGYv,0aM,2018-10-17,10,4,8.292,83.95,0,TRUE
qG9Wr,JFC,2018-07-28,7,7,2.535,8.04,0,TRUE
QGR9A,AWT,2018-08-23,8,5,2.595,21.25,0,TRUE
QHjUY,fDV,2018-10-29,10,2,3.185,14.07,0,TRUE
QHtRD,bbb,2018-10-22,10,2,1.3,12.18,0,TRUE
qinqg,uRf,2018-09-28,9,6,1.365,13.21,0,TRUE
qk4YD,AWT,2018-10-19,10,6,24.195,58.15,0,TRUE
qkA5V,bbb,2018-10-11,10,5,3,3.93,0,TRUE
qKEKU,JFC,2018-10-04,10,5,3.35,43.77,0,TRUE
qKOmZ,7ti,2018-09-12,9,4,4.435,62.14,0,TRUE
QKrr1,AWT,2018-09-27,9,5,1,3,0,TRUE
ql_KM,7ti,2018-05-18,5,6,3.51,24.11,0,TRUE
qlzvZ,7XS,2018-10-22,10,2,0.325,7.99,0,TRUE
QmzNZ,5S8,2018-10-23,10,3,0.215,3.94,0,TRUE
qNVeX,7XS,2018-09-14,9,6,3.17,33.29,0,TRUE
qOjDc,5S8,2018-10-26,10,6,3.205,23.87,0,TRUE
qQ4Hz,fDV,2018-10-31,10,4,0.95,37.52,0,TRUE
qQVON,7ti,2018-03-16,3,6,5.52,20.34,0,TRUE
qRvqw,~iy,2018-10-27,10,7,6.494,33.74,0,TRUE
qSfbv,nRq,2018-10-26,10,6,1.47,15.46,0,TRUE
Qsye8,fDV,2018-09-15,9,7,19.05,106.97,0,TRUE
QtuTY,tbv,2018-08-18,8,7,3.434,89.53,0,TRUE
qtZou,7XS,2018-10-30,10,3,0.355,11.7,0,TRUE
QUBAK,uRf,2018-10-10,10,4,1.465,11.03,0,TRUE
QuRwD,7XS,2018-10-17,10,4,0.48,8.63,0,TRUE
QVwmD,AWT,2018-10-15,10,2,7,32.25,0,TRUE
qXBYH,Rtw,2018-10-03,10,4,6.89,28.82,0,TRUE
QXTC3,fDV,2018-05-31,5,5,0.405,4.25,0,TRUE
qzCY_,AWT,2018-10-08,10,2,1.845,8.62,0,TRUE
QzFLX,bbb,2018-10-03,10,4,4,14.73,0,TRUE
qzTcD,fDV,2018-09-22,9,7,2.225,20.41,0,TRUE
r1he7,AWT,2018-10-22,10,2,3.92,10.79,0,TRUE
r1sA9,HYm,2018-10-31,10,4,1.245,16.52,0,TRUE
R5VQP,7ti,2018-10-19,10,6,4.215,42.65,0,TRUE
R7rWx,7ti,2018-10-27,10,7,1,7.95,0,TRUE
R7scg,5S8,2018-10-29,10,2,0.43,6.14,0,TRUE
R7ZMC,uRf,2018-10-19,10,6,0.895,12.12,0,TRUE
r9C3R,nRq,2018-10-17,10,4,1.09,22.19,0,TRUE
r9eNs,8TO,2018-09-18,9,3,2.405,18.93,0,TRUE
RAnTG,AWT,2018-09-14,9,6,1.36,16.84,0,TRUE
Raxo5,Rtw,2018-10-22,10,2,2.21,18.55,0,TRUE
reaZQ,AWT,2018-08-24,8,6,2.805,25.7,0,TRUE
REzp8,7XS,2018-10-31,10,4,1.355,27.14,0,TRUE
rfNmu,nRq,2018-10-26,10,6,2.1,20.53,0,TRUE
RGso~,AWT,2018-10-25,10,5,1.31,12.37,0,TRUE
RGTX6,Ed0,2018-10-31,10,4,2.57,21.8,0,TRUE
RhiYn,Rtw,2018-10-31,10,4,2.735,28.85,0,TRUE
rhoii,AWT,2018-10-11,10,5,6.785,49.4,0,TRUE
RJN64,7ti,2018-09-21,9,6,0.92,14.64,0,TRUE
rkVt3,bbb,2018-09-22,9,7,2,4.5,0,TRUE
RLcup,lFX,2018-10-27,10,7,0.308,8.12,0,TRUE
rlSid,~iy,2018-10-20,10,7,0.954,17.21,0,TRUE
rm3XM,AWT,2018-09-19,9,4,2.85,12.7,0,TRUE
rq4R1,zF~,2018-10-27,10,7,3.935,20,0,TRUE
rTczt,~iy,2018-09-27,9,5,6.43,47.21,0,TRUE
RTePA,bbb,2018-07-21,7,7,1.6,13.5,0,TRUE
RTNDs,7ti,2018-10-31,10,4,1,6.95,0,TRUE
RVoCi,~iy,2018-10-30,10,3,3.442,59.66,0,TRUE
RXVYz,AWT,2018-09-15,9,7,0.56,8.4,0,TRUE
rYChV,uRf,2018-10-27,10,7,5.26,25.63,0,TRUE
RZhjE,F50,2017-11-27,11,2,2.71,24.03,0,TRUE
S0vPM,AWT,2018-10-25,10,5,0.895,8.37,0,TRUE
S1nfF,JFC,2018-10-19,10,6,0.54,8.5,0,TRUE
s24UM,5S8,2018-10-26,10,6,8.765,95.68,0,TRUE
s4PA7,5S8,2018-10-30,10,3,7.192,19.08,0,TRUE
S5awj,fDV,2018-05-08,5,3,1.72,29.16,0,TRUE
s8aOV,7XS,2018-09-06,9,5,1.4,11.35,0,TRUE
SB1MO,J5B,2018-09-21,9,6,4.655,25.34,0,TRUE
SdzqI,KFW,2018-10-29,10,2,0.33,4.97,0,TRUE
SEDXD,8TO,2018-10-23,10,3,3,13.78,0,TRUE
sfdFg,8TO,2018-10-26,10,6,1.43,24.5,0,TRUE
SFo~G,uRf,2018-09-22,9,7,1.88,7.47,0,TRUE
SHaP8,Ed0,2018-10-29,10,2,4.385,16.93,0,TRUE
shHjx,bbb,2018-05-07,5,2,3.115,32.08,0,TRUE
SHhQS,7M4,2018-10-26,10,6,9.725,174.65,0,TRUE
SiQYz,AWT,2018-10-27,10,7,6.365,49.5,0,TRUE
sjaxy,~iy,2018-10-20,10,7,3.216,8.47,0,TRUE
Sjcgw,AWT,2018-09-26,9,4,4.655,35.39,0,TRUE
sjSYd,5S8,2018-10-19,10,6,2.155,29.6,0,TRUE
Smld~,sN6,2018-10-26,10,6,2.025,13.83,0,TRUE
sMnrE,5S8,2018-09-25,9,3,2.525,28.64,0,TRUE
sQ0JY,AWT,2018-09-08,9,7,1.695,12.93,0,TRUE
sQgLq,~iy,2018-05-03,5,5,1.358,45.34,0,TRUE
SRLgf,fDV,2018-10-31,10,4,2,3.9,0,TRUE
srWNQ,KFW,2018-10-22,10,2,0.132,5.15,0,TRUE
sSslA,AWT,2018-10-31,10,4,3,21.24,0,TRUE
st4m0,Ed0,2018-07-06,7,6,1.48,23.27,0,TRUE
sT6oB,~iy,2018-10-22,10,2,1.886,13.65,0,TRUE
sTI2h,5S8,2018-10-29,10,2,0.44,0.92,0,TRUE
StNkA,0aM,2018-10-31,10,4,1.774,11.36,0,TRUE
sUrOC,KFW,2018-08-13,8,2,3.766,15.62,0,TRUE
SuTbw,F50,2018-10-29,10,2,1.505,24.12,0,TRUE
sUZOi,7XS,2018-10-26,10,6,0.485,7,0,TRUE
sV_O3,HYm,2017-12-16,12,7,1.43,186.73,0,TRUE
sW2Tg,nRq,2018-10-27,10,7,1.255,16.43,0,TRUE
sW5dV,bbb,2018-10-30,10,3,4.24,20.52,0,TRUE
swJhA,uRf,2018-10-01,10,2,3.035,10.93,0,TRUE
SWjY4,bbb,2018-09-15,9,7,1.07,17.73,0,TRUE
SwZjX,AWT,2018-10-30,10,3,6.04,44,0,TRUE
sxaJu,AWT,2018-07-14,7,7,3.775,24.12,0,TRUE
T~sqF,Ed0,2018-10-15,10,2,2.775,19.2,0,TRUE
T2NFh,~iy,2018-06-02,6,7,6.978,28.34,0,TRUE
T3IMc,KFW,2018-10-20,10,7,6.954,114.47,0,TRUE
t3Kcj,AWT,2017-12-12,12,3,1,2.66,0,TRUE
t58d7,AWT,2018-10-09,10,3,2.36,39.2,0,TRUE
t682s,AWT,2018-09-12,9,4,3.09,41.73,0,TRUE
t9gET,tbv,2018-10-01,10,2,2.702,17.72,0,TRUE
TBZ7q,7ti,2018-10-23,10,3,0.39,7.61,0,TRUE
tC1eo,Ed0,2018-10-23,10,3,2.52,14.74,0,TRUE
TCAfo,uRf,2018-09-22,9,7,1.71,28.13,0,TRUE
TcsXr,5S8,2018-10-05,10,6,4,20.9,0,TRUE
tCYZ8,nRq,2018-10-20,10,7,0.82,13.12,0,TRUE
tDCf3,~iy,2018-10-26,10,6,1.672,25.72,0,TRUE
TfkGD,HYm,2018-10-31,10,4,0.415,3.79,0,TRUE
TFwt0,JFC,2018-09-25,9,3,1.985,6.83,0,TRUE
THt18,uRf,2018-09-20,9,5,4.21,20.06,0,TRUE
tiDBp,fDV,2018-10-29,10,2,2.24,8.59,0,TRUE
Tiwa8,fDV,2018-10-31,10,4,1.035,2.14,0,TRUE
Tk2kV,bbb,2017-09-15,9,6,1.835,15.4,0,TRUE
tKyTB,F50,2018-10-03,10,4,1.57,33.82,0,TRUE
TLIVD,tbv,2018-10-25,10,5,1.89,41.85,0,TRUE
Tlxt4,uRf,2018-10-02,10,3,1.615,11.75,0,TRUE
Tn7YM,AWT,2018-10-19,10,6,3.995,63.36,0,TRUE
Tnsms,5S8,2018-10-16,10,3,1.455,6.64,0,TRUE
toQcd,bbb,2018-07-30,7,2,1.47,37.25,0,TRUE
TPjHm,KFW,2018-10-19,10,6,2.61,28.9,0,TRUE
tPmRo,uRf,2018-10-24,10,4,4.325,24.06,0,TRUE
tQBbN,~iy,2018-10-27,10,7,0.66,5.87,0,TRUE
tQrbX,AWT,2018-10-19,10,6,12,8.23,0,TRUE
trMnJ,J5B,2018-10-19,10,6,1.025,35.85,0,TRUE
TsCsw,Ed0,2018-05-09,5,4,1.21,5.08,0,TRUE
TsNzK,AWT,2018-10-27,10,7,3.065,25.28,0,TRUE
tsYEa,AWT,2018-10-23,10,3,1.505,23.83,0,TRUE
TTAXh,JFC,2018-10-30,10,3,5.19,14.23,0,TRUE
Ttwqr,7ti,2018-10-30,10,3,5.76,27.71,0,TRUE
TU9Ee,fDV,2018-10-25,10,5,10.515,78.55,0,TRUE
tv8rj,Ed0,2018-10-31,10,4,3.075,14.89,0,TRUE
TwEFu,fDV,2018-10-24,10,4,3.5,11.2,0,TRUE
TxAkS,JFC,2018-10-26,10,6,0.575,9.65,0,TRUE
TY3q8,AWT,2018-10-25,10,5,1.52,17.04,0,TRUE
TYQoZ,0aM,2018-06-04,6,2,4.142,50.94,0,TRUE
TyTvO,7M4,2018-10-24,10,4,7.075,32.13,0,TRUE
TZLrA,fDV,2018-10-18,10,5,27.23,17.45,0,TRUE
TzlzL,nRq,2018-10-25,10,5,0.21,3.13,0,TRUE
tZRFl,8TO,2018-10-31,10,4,3.08,51.64,0,TRUE
u_0qI,AWT,2018-10-29,10,2,4.565,21.5,0,TRUE
U2B8i,fDV,2018-09-27,9,5,2.86,21.69,0,TRUE
U4DSA,Ed0,2018-06-08,6,6,5.25,38.45,0,TRUE
u7rwL,HYm,2018-10-30,10,3,1.94,15.5,0,TRUE
u94QE,8TO,2018-10-17,10,4,16.245,77.84,0,TRUE
uA_Jt,~iy,2018-10-23,10,3,1.624,10.51,0,TRUE
uBiZn,Ed0,2018-10-30,10,3,1,6.5,0,TRUE
Ud6gP,7ti,2018-07-04,7,4,0.87,18.29,0,TRUE
UevA9,8TO,2018-10-27,10,7,1,8.42,0,TRUE
UFvVS,Ed0,2018-10-24,10,4,0.435,6.05,0,TRUE
uH_rI,AWT,2018-10-09,10,3,3.48,17.46,0,TRUE
uKzKn,7XS,2018-10-24,10,4,13.115,29.91,0,TRUE
uLIcu,0aM,2018-10-29,10,2,2.44,10.86,0,TRUE
uLTww,F50,2018-10-25,10,5,5.82,49.78,0,TRUE
uNAUD,AWT,2018-10-24,10,4,1.205,18.08,0,TRUE
UNoeY,~iy,2018-10-25,10,5,0.758,11.89,0,TRUE
uNQRK,5S8,2018-08-02,8,5,4.2,6.23,0,TRUE
UOOTr,0aM,2018-10-24,10,4,0.892,9.46,0,TRUE
uoRND,Ed0,2018-10-29,10,2,6.63,16.37,0,TRUE
Up06r,sN6,2018-03-20,3,3,0.56,8.79,0,TRUE
UqDaw,~iy,2018-10-31,10,4,5.992,16.78,0,TRUE
urA1G,bbb,2018-09-29,9,7,0.455,10.98,0,TRUE
uSYev,5S8,2018-09-20,9,5,3.615,49.62,0,TRUE
uTjg4,fDV,2018-10-05,10,6,0.345,9.5,0,TRUE
UZ8Ok,fDV,2018-10-31,10,4,0.25,8.75,0,TRUE
Uzc2K,KFW,2018-10-23,10,3,11.148,116.09,0,TRUE
UZqdY,bbb,2018-10-31,10,4,4.77,31.88,0,TRUE
V0JnH,tbv,2018-10-27,10,7,0.848,24,0,TRUE
V0MO9,AWT,2018-10-25,10,5,6.605,44.22,0,TRUE
v2g0e,~iy,2018-10-01,10,2,1.278,17.25,0,TRUE
v3JId,~iy,2018-10-18,10,5,19.6,119.7,0,TRUE
V3uNC,bbb,2018-10-09,10,3,1.845,17.09,0,TRUE
V3Vqu,F50,2018-10-22,10,2,2.075,11.95,0,TRUE
v4b~F,5S8,2018-09-17,9,2,2.31,8.56,0,TRUE
v4Usx,5S8,2018-10-31,10,4,1.545,7.32,0,TRUE
V7fNC,bbb,2018-10-30,10,3,0.72,12.45,0,TRUE
v95~S,Ed0,2018-10-30,10,3,3.535,15.71,0,TRUE
V9Loj,KFW,2018-01-02,1,3,0.29,3.92,0,TRUE
vaBD3,Ed0,2018-06-11,6,2,4.72,20.47,0,TRUE
Vb6vX,7ti,2018-10-31,10,4,1.48,14.46,0,TRUE
Vc3bO,bbb,2018-09-22,9,7,1,1.95,0,TRUE
vc6z3,AWT,2018-09-28,9,6,0.175,3.76,0,TRUE
vdPy8,5S8,2018-09-15,9,7,2,15.9,0,TRUE
VDrVu,Rtw,2018-10-22,10,2,0.43,4.21,0,TRUE
vDTrG,fDV,2018-09-13,9,5,1.44,9.02,0,TRUE
vdXmN,bbb,2018-10-31,10,4,1,4.95,0,TRUE
VGWHA,uRf,2018-09-24,9,2,0.78,5.89,0,TRUE
Vj32_,fDV,2018-10-26,10,6,4.195,37.29,0,TRUE
VL1aD,uRf,2018-10-18,10,5,3.97,21.2,0,TRUE
Vld9v,lFX,2018-07-12,7,5,0.174,2.78,0,TRUE
vlral,sN6,2018-10-31,10,4,3.35,19.94,0,TRUE
vNTig,7ti,2018-08-09,8,5,2.155,26.72,0,TRUE
VoFPh,uRf,2018-10-26,10,6,4.62,14.98,0,TRUE
VqDoF,KFW,2018-10-29,10,2,3.028,40.61,0,TRUE
VQlVT,AWT,2018-10-24,10,4,3.33,32.57,0,TRUE
vRFF5,nRq,2018-10-24,10,4,2.885,43.75,0,TRUE
vrxJg,AWT,2018-10-31,10,4,1,197.68,0,TRUE
vUH0h,fDV,2018-10-02,10,3,3.89,33.98,0,TRUE
Vuhy8,0aM,2018-10-08,10,2,1.16,0.89,0,TRUE
VYZzQ,AWT,2018-10-26,10,6,6.925,11.19,0,TRUE
VzUoZ,F50,2018-10-17,10,4,0.25,2.26,0,TRUE
w018y,8TO,2018-10-27,10,7,6.9,40.23,0,TRUE
W19ak,uRf,2018-10-31,10,4,1.075,5.99,0,TRUE
W1Ov2,nRq,2018-09-25,9,3,0.63,7.55,0,TRUE
W29Gr,fDV,2018-06-29,6,6,2.735,26.42,0,TRUE
w6nu_,0aM,2018-10-27,10,7,2.802,41.81,0,TRUE
w7MI5,KFW,2018-09-20,9,5,2.158,19.36,0,TRUE
wb4p2,bbb,2018-08-04,8,7,3,5.94,0,TRUE
WBR_4,Ed0,2018-10-15,10,2,1.24,8.68,0,TRUE
WD7JY,8TO,2018-10-11,10,5,1.705,20.58,0,TRUE
wdBIL,7ti,2018-10-26,10,6,0.53,8.84,0,TRUE
wddBy,Ed0,2018-10-31,10,4,2.38,31.76,0,TRUE
WEQlG,7ti,2018-10-23,10,3,2.2,68,0,TRUE
wf33a,bbb,2018-10-10,10,4,6.14,61.26,0,TRUE
WFttw,tbv,2018-01-19,1,6,6.672,60.52,0,TRUE
wGjeJ,AWT,2018-10-18,10,5,2.14,18.4,0,TRUE
WJ0w_,nRq,2018-10-27,10,7,1.77,48.82,0,TRUE
wjT6M,~iy,2018-10-17,10,4,9.602,85.77,0,TRUE
wLwW_,7XS,2018-05-24,5,5,0.85,52.26,0,TRUE
wlwwY,5S8,2018-10-11,10,5,3.36,43.27,0,TRUE
WLWzk,bbb,2018-10-29,10,2,0.41,6.11,0,TRUE
WN73F,7XS,2018-04-05,4,5,1.785,8.07,0,TRUE
woyFu,7ti,2018-10-16,10,3,2.83,17.94,0,TRUE
WPIVv,KFW,2018-10-06,10,7,2.456,34.54,0,TRUE
wpiZS,5S8,2018-09-27,9,5,3.825,41.96,0,TRUE
WqapV,7ti,2018-10-22,10,2,0.795,13.01,0,TRUE
wQWnD,5S8,2018-09-15,9,7,14.445,148.31,0,TRUE
WR3Bq,AWT,2018-10-27,10,7,1.43,8.17,0,TRUE
WsJPI,7XS,2018-10-22,10,2,0.71,22.47,0,TRUE
wSUnN,AWT,2018-09-19,9,4,2.405,27.26,0,TRUE
wToVJ,fDV,2018-10-29,10,2,2.17,29.88,0,TRUE
wuSbd,KFW,2018-10-26,10,6,1.564,38.86,0,TRUE
wX_dm,Ed0,2018-10-31,10,4,20.38,23.67,0,TRUE
WX~mD,KFW,2018-10-04,10,5,2.152,21.12,0,TRUE
x~cII,uRf,2018-07-07,7,7,9.7,56.11,0,TRUE
X2RNz,AWT,2017-08-02,8,4,5.855,48.85,0,TRUE
X5~Tt,Ed0,2018-10-18,10,5,0.225,3.66,0,TRUE
x6Ilc,5S8,2018-07-31,7,3,5.55,28.17,0,TRUE
X7QK9,5S8,2018-10-04,10,5,3,13.95,0,TRUE
x8xuL,JFC,2018-10-29,10,2,3.33,23.65,0,TRUE
x9CFo,5S8,2018-07-13,7,6,5.74,52.4,0,TRUE
xbPBf,AWT,2018-10-20,10,7,1.465,13.19,0,TRUE
xbVB5,7ti,2018-10-29,10,2,1.285,4.34,0,TRUE
XfpZX,7M4,2018-10-31,10,4,5.005,23.24,0,TRUE
XGo2U,7M4,2018-10-10,10,4,1.44,7.88,0,TRUE
xGT5u,uRf,2018-10-29,10,2,2.905,27.46,0,TRUE
xI2Zq,7ti,2018-10-13,10,7,0.94,18.57,0,TRUE
xIpuT,7ti,2018-10-18,10,5,2.125,19.92,0,TRUE
xJd07,nRq,2018-10-26,10,6,1.28,17.92,0,TRUE
xJi18,sN6,2018-10-27,10,7,0.265,7.8,0,TRUE
xLDQH,Ed0,2018-10-06,10,7,1.485,11.94,0,TRUE
XLNJf,5S8,2018-08-04,8,7,9.425,96.18,0,TRUE
Xmq61,AWT,2018-08-31,8,6,1.735,26.52,0,TRUE
XOyv6,7XS,2018-08-02,8,5,1.98,27.74,0,TRUE
Xp2C1,5S8,2018-10-15,10,2,0.68,13.18,0,TRUE
xpGjp,HYm,2018-10-27,10,7,2.62,23.27,0,TRUE
xpkb8,bbb,2018-10-30,10,3,0.2,4.5,0,TRUE
xqSqI,8TO,2018-10-31,10,4,16.05,111,0,TRUE
xrj~g,5S8,2018-05-30,5,4,3,14.7,0,TRUE
xtmBb,5S8,2018-10-02,10,3,0.785,11.17,0,TRUE
xU9kR,bbb,2018-10-30,10,3,0.585,16.32,0,TRUE
XV_ri,KFW,2018-10-26,10,6,5.072,39.24,0,TRUE
xwPSt,AWT,2018-10-22,10,2,4.005,17.06,0,TRUE
xxHTe,~iy,2018-06-16,6,7,0.554,11.6,0,TRUE
xXNdS,0aM,2018-10-11,10,5,6.3,56.3,0,TRUE
XyqZd,wdU,2018-10-31,10,4,1.784,143.56,0,TRUE
XYShb,KFW,2018-10-19,10,6,1.104,14.28,0,TRUE
Xysoe,bbb,2018-10-10,10,4,1.115,8.83,0,TRUE
y_ZOx,AWT,2018-10-31,10,4,3.8,24.64,0,TRUE
Y1bYN,7ti,2018-10-19,10,6,4.185,68.76,0,TRUE
y1eAn,bbb,2018-05-30,5,4,0.2,6.7,0,TRUE
y3oh6,zF~,2017-09-25,9,2,0.995,11.94,0,TRUE
Y6ajv,fDV,2018-10-20,10,7,6.15,21.22,0,TRUE
Y6F1M,5S8,2018-10-26,10,6,3.135,54.83,0,TRUE
y9m8C,AWT,2018-10-09,10,3,0.725,10.14,0,TRUE
yBko0,AWT,2018-10-31,10,4,4,40.54,0,TRUE
YC1qR,5S8,2018-08-10,8,6,8.165,57.06,0,TRUE
YCIcK,bbb,2018-10-20,10,7,0.61,14.89,0,TRUE
YCuMp,fDV,2018-06-14,6,5,12.32,91.59,0,TRUE
YD1t~,7XS,2018-10-26,10,6,1.235,18.29,0,TRUE
ydRED,7ti,2018-10-30,10,3,1,3.9,0,TRUE
YdWVD,~iy,2018-10-26,10,6,7.248,21.96,0,TRUE
yf2De,HYm,2018-10-09,10,3,2,20.55,0,TRUE
yfOn0,0aM,2018-10-09,10,3,0.51,5.09,0,TRUE
YgBQB,AWT,2017-09-08,9,6,7.875,64.26,0,TRUE
yGCTT,5S8,2018-10-19,10,6,4.79,41.48,0,TRUE
yggQ~,7ti,2018-10-06,10,7,2.64,50.23,0,TRUE
YHNWt,~iy,2018-10-31,10,4,0.718,12.44,0,TRUE
yi6aT,8TO,2018-10-26,10,6,7.81,32.66,0,TRUE
yidfo,5S8,2018-09-05,9,4,4.845,51.38,0,TRUE
YIEWb,bbb,2018-10-17,10,4,2,13.5,0,TRUE
yJ0Qf,7ti,2018-10-30,10,3,1.315,14.98,0,TRUE
Yjb6d,AWT,2018-10-31,10,4,0.745,10.79,0,TRUE
yL0Sv,AWT,2018-10-13,10,7,7.65,96.09,0,TRUE
YL7na,sN6,2018-01-23,1,3,2.145,19.44,0,TRUE
ylrg1,uRf,2018-10-20,10,7,1.67,8.44,0,TRUE
YNFwU,bbb,2018-03-24,3,7,7.225,13.1,0,TRUE
YObIk,HYm,2018-10-30,10,3,1.485,23.83,0,TRUE
yOhnD,AWT,2018-10-20,10,7,2,35.27,0,TRUE
yqLBz,Ed0,2018-10-30,10,3,0.55,10.86,0,TRUE
yRg19,JFC,2018-10-30,10,3,1,5.89,0,TRUE
YrQ60,fDV,2018-10-30,10,3,1.49,6.75,0,TRUE
ysAbS,bbb,2018-09-03,9,2,6.455,58.75,0,TRUE
YTPAn,0aM,2018-10-26,10,6,1.102,9.46,0,TRUE
yU6Gj,fDV,2018-09-04,9,3,5.83,70.87,0,TRUE
YVAO1,7XS,2018-09-05,9,4,5.265,89.13,0,TRUE
Yvfjo,KFW,2018-10-26,10,6,1.906,22.52,0,TRUE
Yvsbz,~iy,2018-10-19,10,6,3.276,50.89,0,TRUE
YX4Dm,8TO,2018-10-17,10,4,1.775,17.78,0,TRUE
YxXCc,Ed0,2018-10-30,10,3,1.875,22.14,0,TRUE
yYBBn,~iy,2018-10-06,10,7,1.496,22.02,0,TRUE
YYcVO,5S8,2018-06-22,6,6,5.105,52.72,0,TRUE
YyYX4,5S8,2018-10-11,10,5,0.525,19.51,0,TRUE
z0AH5,uRf,2018-10-31,10,4,0.35,3.26,0,TRUE
z0g4y,fDV,2018-10-08,10,2,1.115,29.02,0,TRUE
Z3A3Y,bbb,2018-10-30,10,3,2,9,0,TRUE
Z3kKd,AWT,2018-10-31,10,4,0.12,11.88,0,TRUE
Z5HkJ,tbv,2018-10-18,10,5,3.054,80.26,0,TRUE
z6fAY,sN6,2018-10-29,10,2,3.085,15.05,0,TRUE
Z6JYg,7XS,2018-10-29,10,2,2.055,24.04,0,TRUE
z78~x,bbb,2018-02-23,2,6,0.46,7.01,0,TRUE
z7aLZ,bbb,2018-10-31,10,4,0.785,33.79,0,TRUE
Z7R4W,AWT,2018-10-24,10,4,6.39,68.11,0,TRUE
Za7cK,tbv,2018-10-31,10,4,1.016,19.21,0,TRUE
ZbRJG,7XS,2018-09-13,9,5,0.61,21.67,0,TRUE
zdLvS,7XS,2018-10-24,10,4,1.92,26.68,0,TRUE
ZDTaQ,AWT,2018-10-18,10,5,2.125,15.63,0,TRUE
zDti6,8TO,2018-10-20,10,7,1,4.55,0,TRUE
Zdwom,~iy,2018-10-22,10,2,0.338,6.12,0,TRUE
zFHSe,fDV,2018-09-26,9,4,3.74,20.47,0,TRUE
Zgc7M,8TO,2018-10-01,10,2,4.275,26.91,0,TRUE
ZH9uy,uRf,2018-10-02,10,3,9.965,23.07,0,TRUE
ZHX93,~iy,2018-10-23,10,3,3.62,37.55,0,TRUE
ZJ2qe,tbv,2018-10-27,10,7,1.528,47.21,0,TRUE
zjERY,5S8,2018-10-27,10,7,2.335,27.29,0,TRUE
ZlK9X,fDV,2018-10-26,10,6,2.955,44.97,0,TRUE
ZM0Bq,lFX,2018-10-20,10,7,0.326,4.86,0,TRUE
zP1nC,5S8,2018-10-22,10,2,1.325,17.18,0,TRUE
